cp_03 67
cp_40 96
cp_01 65
cp_20 80
jmp 192
nxor 134
cp_30 88
mul 137
cp_50 104
cp_02 66
and 135
xor 133
div 138
cp_ram0 70
cp_32 90
add 128
cp_10 72
or 131
cp_0ram 70
cp_04 68
nor 132
sub 129
not 130
cp_05 69
nand 136
cp_34 92
cp_3ram 94
